"fpr","tpr","thresholds","Method"
0,0,1.74472984602189,"SSRG"
0.0535714285714286,0.10990938322128,0.744729846021894,"SSRG"
0.0569196428571429,0.114586378251973,0.744729846021892,"SSRG"
0.0580357142857143,0.116632563577901,0.744729846021891,"SSRG"
0.05859375,0.117509500146156,0.744729846021889,"SSRG"
0.0602678571428571,0.119555685472084,0.744729846021889,"SSRG"
0.0608258928571429,0.122771119555685,0.744729846021887,"SSRG"
0.0608258928571429,0.12364805612394,0.744729846021885,"SSRG"
0.0619419642857143,0.124524992692195,0.744729846021882,"SSRG"
0.0619419642857143,0.12540192926045,0.744729846021882,"SSRG"
0.0619419642857143,0.126571178018123,0.74472984602188,"SSRG"
0.0619419642857143,0.128032738965215,0.744729846021878,"SSRG"
0.0625,0.128617363344051,0.744729846021874,"SSRG"
0.0630580357142857,0.128617363344051,0.744729846021872,"SSRG"
0.0630580357142857,0.12890967553347,0.744729846021872,"SSRG"
0.0630580357142857,0.130078924291143,0.74472984602187,"SSRG"
0.0630580357142857,0.130955860859398,0.74472984602187,"SSRG"
0.0630580357142857,0.132125109617071,0.744729846021863,"SSRG"
0.0630580357142857,0.133002046185326,0.744729846021861,"SSRG"
0.0630580357142857,0.133294358374744,0.744729846021859,"SSRG"
0.0630580357142857,0.133878982753581,0.744729846021857,"SSRG"
0.0641741071428571,0.134463607132417,0.744729846021855,"SSRG"
0.0641741071428571,0.135632855890091,0.744729846021851,"SSRG"
0.0641741071428571,0.135925168079509,0.744729846021849,"SSRG"
0.0641741071428571,0.136509792458346,0.744729846021849,"SSRG"
0.0647321428571429,0.136802104647764,0.744729846021845,"SSRG"
0.0647321428571429,0.137094416837182,0.744729846021845,"SSRG"
0.0647321428571429,0.138263665594855,0.744729846021841,"SSRG"
0.0652901785714286,0.138263665594855,0.744729846021839,"SSRG"
0.0652901785714286,0.138555977784274,0.744729846021837,"SSRG"
0.0658482142857143,0.138848289973692,0.744729846021835,"SSRG"
0.0658482142857143,0.139725226541947,0.744729846021831,"SSRG"
0.0658482142857143,0.141479099678457,0.744729846021824,"SSRG"
0.0658482142857143,0.141771411867875,0.744729846021824,"SSRG"
0.06640625,0.141771411867875,0.744729846021822,"SSRG"
0.06640625,0.142356036246711,0.744729846021818,"SSRG"
0.06640625,0.142940660625548,0.744729846021816,"SSRG"
0.06640625,0.143525285004385,0.74472984602181,"SSRG"
0.0669642857142857,0.143817597193803,0.744729846021809,"SSRG"
0.0669642857142857,0.144109909383221,0.744729846021808,"SSRG"
0.0675223214285714,0.14440222157264,0.744729846021807,"SSRG"
0.0675223214285714,0.144694533762058,0.744729846021805,"SSRG"
0.0686383928571429,0.144694533762058,0.744729846021799,"SSRG"
0.0686383928571429,0.145279158140894,0.744729846021795,"SSRG"
0.0686383928571429,0.146156094709149,0.744729846021789,"SSRG"
0.0686383928571429,0.146740719087986,0.744729846021788,"SSRG"
0.0686383928571429,0.147617655656241,0.744729846021775,"SSRG"
0.0697544642857143,0.147617655656241,0.744729846021764,"SSRG"
0.0697544642857143,0.150248465361006,0.744729846021721,"SSRG"
0.0703125,0.150248465361006,0.744729846021716,"SSRG"
0.0703125,0.150833089739842,0.744729846021711,"SSRG"
0.0703125,0.151417714118679,0.744729846021702,"SSRG"
0.0708705357142857,0.151417714118679,0.744729846021698,"SSRG"
0.0708705357142857,0.155217772581117,0.744729846021631,"SSRG"
0.0714285714285714,0.155217772581117,0.74472984602162,"SSRG"
0.0714285714285714,0.156094709149372,0.744729846021585,"SSRG"
0.0719866071428571,0.156094709149372,0.744729846021582,"SSRG"
0.0719866071428571,0.1581408944753,0.744729846021523,"SSRG"
0.0725446428571429,0.1581408944753,0.744729846021512,"SSRG"
0.0725446428571429,0.158725518854136,0.744729846021475,"SSRG"
0.0731026785714286,0.158725518854136,0.744729846021464,"SSRG"
0.0731026785714286,0.160187079801228,0.744729846021383,"SSRG"
0.0736607142857143,0.160187079801228,0.744729846021348,"SSRG"
0.0736607142857143,0.160479391990646,0.744729846021324,"SSRG"
0.07421875,0.160479391990646,0.744729846021295,"SSRG"
0.07421875,0.160771704180064,0.744729846021289,"SSRG"
0.0747767857142857,0.160771704180064,0.74472984602127,"SSRG"
0.0747767857142857,0.162817889505992,0.744729846021203,"SSRG"
0.0753348214285714,0.162817889505992,0.744729846021195,"SSRG"
0.0753348214285714,0.163402513884829,0.74472984602119,"SSRG"
0.0753348214285714,0.165448699210757,0.744729846021082,"SSRG"
0.0758928571428571,0.165448699210757,0.744729846021045,"SSRG"
0.0758928571428571,0.166033323589594,0.744729846021015,"SSRG"
0.0764508928571429,0.166325635779012,0.744729846020985,"SSRG"
0.0764508928571429,0.167202572347267,0.744729846020891,"SSRG"
0.0770089285714286,0.167202572347267,0.744729846020854,"SSRG"
0.0770089285714286,0.167494884536685,0.744729846020848,"SSRG"
0.0775669642857143,0.167787196726103,0.744729846020846,"SSRG"
